# {"t_start": 1554709372.327473, "env_id": "HalfCheetah-v2"} 
r,l,t
1083.1671,1000,864.437404
810.577749,1000,865.516983
1077.719939,1000,866.642377
1100.704162,1000,867.758795
1027.601138,1000,868.859291
1065.002057,1000,869.939812
1099.727933,1000,870.966549
1054.504139,1000,872.038821
1061.26077,1000,873.07684
1069.645426,1000,874.166491
999.497758,1000,875.091075
1099.356042,1000,876.133075
794.119717,1000,877.197837
1061.045067,1000,878.28791
1083.172972,1000,879.362964
1043.851372,1000,880.391143
1057.086495,1000,881.494545
1058.893213,1000,882.562304
1052.585389,1000,883.648189
1043.256131,1000,884.818839
1024.779999,1000,885.904053
1064.090866,1000,886.946563
1070.632955,1000,888.022918
1100.228187,1000,889.06733
1048.443437,1000,890.105512
943.586135,1000,891.144043
1112.37942,1000,892.252786
1089.800812,1000,893.350345
1013.147067,1000,894.422378
1153.866192,1000,895.522852
854.954474,1000,896.631173
1007.180065,1000,897.75694
1025.011303,1000,898.829367
1056.429331,1000,899.844778
1027.336918,1000,900.930863
1085.752171,1000,902.010329
1084.685497,1000,903.031712
1152.035658,1000,904.081235
1127.945949,1000,905.110289
1188.435849,1000,906.167723
1088.217441,1000,907.216438
1107.261522,1000,908.269176
1165.383706,1000,909.355374
1115.321076,1000,910.418679
1042.435982,1000,911.525331
1083.847633,1000,912.599568
1099.825908,1000,913.692168
1088.105299,1000,914.77259
1063.033731,1000,915.852621
1064.322388,1000,916.943968
1121.758895,1000,918.048107
1134.68285,1000,919.143663
1017.773063,1000,920.1962
970.077812,1000,921.1352
998.774899,1000,922.273702
1002.368158,1000,923.403435
1095.789073,1000,924.538673
1128.22017,1000,925.656598
1094.971928,1000,926.728582
1166.11316,1000,927.778475
1007.495112,1000,928.860793
1110.504661,1000,929.918467
1087.521009,1000,930.995306
1133.447866,1000,932.071578
1054.736209,1000,933.195955
1040.803381,1000,934.302353
1043.342765,1000,935.394478
1113.952431,1000,936.471818
1063.139571,1000,937.546475
1051.754644,1000,938.58212
960.00634,1000,939.698811
1080.464514,1000,940.76903
1102.483264,1000,941.865093
1152.737367,1000,942.969294
1128.44827,1000,944.10014
1031.24678,1000,945.183699
1181.452492,1000,946.315536
1098.790468,1000,947.405132
1124.229621,1000,948.475565
1141.562381,1000,949.522178
1025.994272,1000,950.620749
1057.641429,1000,951.692673
1052.624817,1000,952.779106
988.57506,1000,953.863074
1132.119179,1000,954.995608
1086.509979,1000,956.075313
975.142024,1000,957.140909
1077.993606,1000,958.229545
1081.324786,1000,959.32172
1146.539705,1000,960.407505
1024.77832,1000,961.50346
1145.597342,1000,962.580947
965.619378,1000,963.703418
1123.87922,1000,964.744571
1145.634932,1000,965.794878
1113.048071,1000,966.75395
1123.314443,1000,967.80165
1061.014464,1000,968.92761
1164.540418,1000,970.03811
934.47249,1000,971.099789
1136.095143,1000,972.193549
1082.98897,1000,973.284791
1195.487452,1000,974.40134
1100.001715,1000,975.506478
1133.654824,1000,976.591282
